22.5, 101.3, 287.6, 3.4, 93.8, 3.3, 240.9, 185.7, 330.2, 29.6, 11.3, 2.1
22.5, 101.3, 287.6, 3.4, 93.8, 3.3, 240.9, 185.7, 330.2, 29.6, 11.3, 2.1
21.9, 101.1, 290.6, 3.4, 95.8, 3.1, 244.7, 189.8, 332.2, 29.9, 11.6, 2.2
21.9, 101.1, 290.6, 3.4, 95.8, 3.1, 244.7, 189.8, 332.2, 29.9, 11.6, 2.2
21.8, 101.1, 290.8, 3.4, 95.9, 3.1, 244.9, 189.9, 332.4, 29.9, 11.6, 2.2
32.2, 149.0, 428.6, 5.0, 141.4, 1.7, 360.9, 279.9, 489.8, 44.1, 17.1, 2.9
32.2, 147.5, 428.8, 5.0, 134.5, 1.7, 361.0, 280.0, 490.0, 44.1, 17.1, 2.9
32.3, 147.8, 429.5, 5.0, 134.7, 1.7, 361.7, 280.5, 490.9, 44.2, 17.1, 2.9
21.1, 146.3, 406.4, 4.8, 100.9, 1.7, 385.0, 298.6, 522.5, 46.0, 16.3, 3.0
21.1, 146.3, 406.4, 4.8, 100.9, 1.7, 385.0, 298.6, 522.5, 46.0, 16.3, 3.0
21.1, 146.4, 406.7, 4.8, 100.9, 1.7, 385.3, 298.8, 522.9, 45.9, 16.3, 3.0
18.9, 135.8, 418.7, 4.9, 71.7, 1.8, 396.7, 301.5, 519.8, 47.1, 14.8, 3.0
18.9, 135.8, 418.9, 4.9, 71.8, 1.8, 396.9, 301.6, 520.1, 47.1, 14.8, 3.0
18.9, 135.8, 418.9, 4.9, 71.8, 1.8, 396.9, 301.6, 520.1, 47.1, 14.8, 3.0
18.9, 135.9, 419.0, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.9, 135.9, 419.0, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.9, 134.7, 419.1, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.9, 134.7, 419.1, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.9, 134.7, 419.1, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.9, 134.7, 419.1, 4.9, 71.8, 1.8, 397.0, 301.7, 520.2, 46.4, 14.8, 3.0
18.2, 114.6, 421.5, 4.7, 65.2, 1.8, 389.9, 299.9, 519.8, 47.6, 14.1, 3.0
18.2, 114.6, 421.5, 4.7, 65.2, 1.8, 389.9, 299.9, 519.8, 47.6, 14.1, 3.0
18.2, 114.6, 421.5, 4.7, 65.2, 1.8, 389.9, 299.9, 519.8, 47.6, 14.1, 3.0
18.2, 114.6, 421.5, 4.7, 65.2, 1.8, 389.9, 299.9, 519.8, 47.6, 14.1, 3.0
18.2, 114.6, 421.5, 4.7, 65.2, 1.8, 389.9, 299.9, 519.8, 47.6, 14.1, 3.0
18.2, 114.7, 421.6, 4.7, 65.2, 1.8, 390.0, 300.0, 520.0, 46.8, 14.1, 3.0
18.2, 114.7, 421.6, 4.7, 65.2, 1.8, 390.0, 300.0, 520.0, 46.8, 14.1, 3.0
15.9, 118.5, 458.0, 4.8, 60.9, 2.0, 413.3, 308.1, 546.6, 33.0, 13.9, 2.9
15.6, 87.1, 463.4, 4.8, 54.1, 2.0, 419.3, 275.1, 550.3, 34.1, 13.8, 2.8
15.6, 87.1, 463.4, 4.8, 54.1, 2.0, 419.3, 275.1, 550.3, 34.1, 13.8, 2.8
15.6, 87.1, 463.4, 4.8, 54.1, 2.0, 419.3, 275.1, 550.3, 34.1, 13.8, 2.8
15.6, 87.1, 463.4, 4.8, 54.1, 2.0, 419.3, 275.1, 550.3, 34.1, 13.8, 2.8
15.6, 87.1, 463.5, 4.8, 54.1, 2.0, 419.3, 275.2, 550.4, 34.2, 13.8, 2.8
15.6, 87.1, 463.5, 4.8, 54.1, 2.0, 419.3, 275.2, 550.4, 34.2, 13.8, 2.8
15.6, 87.1, 463.5, 4.8, 54.1, 2.0, 419.3, 275.2, 550.4, 34.2, 13.8, 2.8
15.6, 87.1, 463.5, 4.8, 54.1, 2.0, 419.3, 275.2, 550.4, 34.2, 13.8, 2.8
14.7, 85.1, 425.9, 4.9, 52.6, 2.0, 407.0, 273.3, 457.8, 35.2, 12.9, 2.9
14.7, 85.1, 425.9, 4.9, 52.6, 2.0, 407.0, 273.3, 457.9, 35.2, 12.9, 2.9
13.7, 85.6, 428.2, 4.9, 50.0, 2.0, 409.1, 274.8, 460.3, 35.4, 12.9, 2.9
13.7, 85.6, 428.2, 4.9, 50.0, 2.0, 409.1, 274.8, 460.3, 35.4, 12.9, 2.9
13.7, 85.6, 428.2, 4.9, 50.0, 2.0, 409.1, 274.8, 460.3, 35.4, 12.9, 2.9
12.7, 85.6, 430.3, 5.0, 50.2, 2.0, 411.1, 276.1, 462.5, 35.5, 13.0, 2.9
12.7, 85.6, 430.3, 5.0, 50.1, 2.0, 411.2, 276.1, 462.6, 35.5, 13.0, 2.9
12.7, 85.6, 430.4, 5.0, 50.1, 2.0, 411.2, 276.2, 462.7, 35.5, 13.0, 2.9
12.6, 92.9, 458.6, 5.1, 54.5, 2.1, 438.6, 292.4, 492.1, 37.5, 12.6, 2.6
12.6, 92.9, 458.6, 5.1, 54.5, 2.1, 438.6, 292.4, 492.1, 37.5, 12.6, 2.6
12.4, 97.8, 426.0, 5.1, 57.1, 2.2, 443.4, 282.1, 493.8, 38.7, 12.4, 2.5
12.4, 97.8, 426.0, 5.1, 57.1, 2.2, 443.4, 282.2, 493.8, 38.8, 12.4, 2.5
12.4, 97.8, 426.0, 5.1, 57.1, 2.2, 443.4, 282.2, 493.8, 38.8, 12.4, 2.5
